model,layer,srcc,plcc
facebook/dinov3-vits16-pretrain-lvd1689m,11,0.6997731769215751,0.7091406583786011
facebook/dinov3-vits16-pretrain-lvd1689m,12,0.7723635526782332,0.70191490650177
google/siglip2-base-patch16-224,0,0.5832769261627087,-0.060602691024541855
google/siglip2-base-patch16-224,1,0.6102868285147262,0.4782235324382782
google/siglip2-base-patch16-224,2,0.586909505322056,0.5055571794509888
google/siglip2-base-patch16-224,3,0.575110783344366,0.5035845637321472
google/siglip2-base-patch16-224,4,0.5962618171679684,0.5172368288040161
google/siglip2-base-patch16-224,5,0.6364632829861422,0.48816245794296265
google/siglip2-base-patch16-224,6,0.6816475601968116,0.4547722041606903
google/siglip2-base-patch16-224,7,0.7247614253128939,0.5760274529457092
google/siglip2-base-patch16-224,8,0.751232308238504,0.6455104947090149
google/siglip2-base-patch16-224,9,0.7682081513886478,0.6746065020561218
google/siglip2-base-patch16-224,10,0.7872740880303479,0.6786747574806213
google/siglip2-base-patch16-224,11,0.8026518584723179,0.6665694713592529
google/siglip2-base-patch16-224,12,0.8015265051928057,0.6672180891036987
google/siglip2-large-patch16-256,0,0.5671921394421177,-0.049508340656757355
google/siglip2-large-patch16-256,1,0.6118382892644548,0.48779332637786865
google/siglip2-large-patch16-256,2,0.6213099300141119,0.5799024105072021
google/siglip2-large-patch16-256,3,0.6075016457394528,0.5857159495353699
google/siglip2-large-patch16-256,4,0.6014730341667593,0.6278035044670105
google/siglip2-large-patch16-256,5,0.5959118237689359,0.6236482262611389
google/siglip2-large-patch16-256,6,0.613368668328414,0.632750928401947
google/siglip2-large-patch16-256,7,0.6329213547233946,0.6433144807815552
google/siglip2-large-patch16-256,8,0.6630965071900289,0.6631113886833191
google/siglip2-large-patch16-256,9,0.6722797394885845,0.6295933723449707
google/siglip2-large-patch16-256,10,0.6929113041631686,0.6215356588363647
google/siglip2-large-patch16-256,11,0.6932161233636442,0.6325784921646118
google/siglip2-large-patch16-256,12,0.7041373530760605,0.6631659269332886
google/siglip2-large-patch16-256,13,0.7343471562115261,0.6694638729095459
google/siglip2-large-patch16-256,14,0.7465145253323652,0.666909396648407
google/siglip2-large-patch16-256,15,0.7706715909910945,0.6906267404556274
google/siglip2-large-patch16-256,16,0.7769840891740221,0.6937705874443054
google/siglip2-large-patch16-256,17,0.7880738550404672,0.6840558648109436
google/siglip2-large-patch16-256,18,0.798045248108665,0.682962954044342
google/siglip2-large-patch16-256,19,0.8033569605684376,0.6761955618858337
google/siglip2-large-patch16-256,20,0.8042562987871351,0.6761764287948608
google/siglip2-large-patch16-256,21,0.8038048888560029,0.6756332516670227
google/siglip2-large-patch16-256,22,0.8002166480769827,0.6717507839202881
google/siglip2-large-patch16-256,23,0.7930999772681399,0.6612647771835327
google/siglip2-large-patch16-256,24,0.7854028050557736,0.6660624742507935
