epoch,train_loss,all_mse,all_srcc,all_plcc,live_mse,live_srcc,live_plcc,tid2013_mse,tid2013_srcc,tid2013_plcc
1,1.6372917517879364,215.16525410998864,0.36577789377651015,0.7489983574286649,868.7028153448716,0.7651675183935303,0.7250685970572252,1.676317439926808,-0.03359643431389228,0.07502396528798107
2,1.1651818342951208,328.7596213286743,0.6250097938649589,0.5822467629808058,1331.0558610516437,-0.9597805938274874,-0.8649030713723399,1.3428496858376893,0.8116970251227784,0.8126566291130422
3,1.0109878302144315,252.92447527078582,0.589035329649538,0.6972934632086268,1022.7452633289125,-0.3339324904562135,-0.47643565365431256,1.4496845051310956,0.6324343497124872,0.6034175114147117
4,0.9389083684800335,260.84661867503667,0.5971485417126496,0.686481604965984,1055.16709782647,-0.5029280553439253,-0.5334345259763149,1.368595485568513,0.6764891557415488,0.6177916578963368
5,0.890515856524346,205.560235222866,0.5306733771943682,0.7613336129241208,830.681574557398,0.4796434823602298,0.4598008592498058,1.3539310402522027,0.38130405880415036,0.5008607713069193
6,0.8308737765522926,195.89416858803565,0.5769512620352482,0.7747261678155705,791.9071681981262,0.48254489989218285,0.47637938706865,1.1965887154060166,0.49010532085589603,0.5762473961049424
7,0.7820810026068846,160.47748533974624,0.6095073829561718,0.8198474189153242,648.33045829173,0.7030262542102703,0.6530083662042664,1.1121808420982071,0.5316922150954404,0.6183572437628899
8,0.6968960470174441,131.74041724058287,0.6114761761024347,0.8552128549115068,531.7004340509473,0.7808260417043085,0.776788777006455,1.0868117491971747,0.5300482060990519,0.6163502149167047
9,0.6349366967287441,118.65105218251776,0.6140468046842631,0.8751217690659966,478.6340483976565,0.8141160046596262,0.7904703550207413,1.0566067522390763,0.5323490242452039,0.616548928517709
